hostname,RX Gain A,RX Gain B,Timestamp,Circular Mean (degrees),Circular Std Dev (degrees)
T08,38,38,2025-04-17 05:55:59,-3.1152436465628788,0.06801678809123195
T08,38,38,2025-04-17 05:56:18,-3.077049813369149,0.010827205331939658
T08,38,38,2025-04-17 05:56:37,-3.190056040461106,2.205816271462788
T08,38,38,2025-04-17 06:56:56,-3.0483119180819704,0.02073916428609308
T08,38,38,2025-04-17 06:57:15,-3.0112596079934155,0.018927210324047355
T08,38,38,2025-04-17 06:57:34,-3.1102827315120867,0.059541282052583376
T08,38,38,2025-04-17 06:57:53,-3.047928419897632,0.018167794358924183
T08,38,38,2025-04-17 07:58:12,-3.234893942620723,2.2174403415009194
T08,38,38,2025-04-17 07:58:31,-3.0234556977346543,0.015386550158901436
T08,38,38,2025-04-17 07:58:50,-3.0069705759429275,0.02366187887447878
T08,38,38,2025-04-17 07:59:09,-2.9720440913007833,0.049193836279779704
T08,38,38,2025-04-17 08:59:28,-3.030178014734168,0.01986347660194471
T08,38,38,2025-04-17 08:59:47,-3.0604769015859703,0.023199535004876516
T08,38,38,2025-04-17 09:00:06,-3.0858722713202185,0.03519626443605957
T08,38,38,2025-04-17 09:00:25,-3.076781246089827,0.020710117129519152
T08,38,38,2025-04-17 10:00:44,-3.040676811754184,0.02698751350226441
T08,38,38,2025-04-17 10:01:03,-3.0984426175182613,0.025644913578056656
T08,38,38,2025-04-17 10:01:22,-3.071595030336165,0.012312638389530445
T08,38,38,2025-04-17 10:01:41,-3.107541735966162,0.030267910128313646
T08,38,38,2025-04-17 11:02:00,-5.436670216874269,1.665798061098625
T08,38,38,2025-04-17 11:02:19,-3.1335789670786007,0.026876046284390828
T08,38,38,2025-04-17 11:02:38,-3.107689689349663,0.011629780535236015
T08,38,38,2025-04-17 11:02:57,-3.08711390428917,0.013890707574473932
T08,38,38,2025-04-17 12:03:16,-3.0204407519874996,2.313542329903156
T08,38,38,2025-04-17 12:03:35,-3.1016797186439726,2.3087825053854707
T08,38,38,2025-04-17 12:03:54,-3.1018285846754257,0.01259657587422993
T08,38,38,2025-04-17 12:04:13,-3.0313007114931256,0.04599202165692271
T08,38,38,2025-04-17 13:04:32,-3.9141769394973904,2.3144612426102573
T08,38,38,2025-04-17 13:04:51,-5.097313090085318,2.2606428662083156
T08,38,38,2025-04-17 13:05:10,-3.080988919526169,0.016185895169157985
T08,38,38,2025-04-17 13:05:29,-3.0650163920391646,0.021120100454946913
T08,38,38,2025-04-17 14:05:48,-3.1467827343731103,0.051168575404840794
T08,38,38,2025-04-17 14:06:07,-0.3958488001963073,2.1892906788787077
T08,38,38,2025-04-17 14:06:26,-4.059683096727101,2.3447646101273927
T08,38,38,2025-04-17 14:06:45,-3.128371982981675,0.011461321678206971
T08,38,38,2025-04-17 15:07:04,-3.100349520331231,0.011506724041709169
T08,38,38,2025-04-17 15:07:23,-3.0920575938183146,0.012307286070905208
T08,38,38,2025-04-17 15:07:42,-3.10901804820555,0.018937064122456763
T08,38,38,2025-04-17 15:08:01,-3.129461432280194,0.011863757528721531
T08,38,38,2025-04-17 16:08:20,-3.1000928203512,0.013173351655681042
