ts,CH2,CH3,CH4
20251118_161725,207.0936817070955,57.8676073472944,234.0524953854603
20251118_161836,208.237352956783,58.4804081397368,235.7804528309122
20251118_161947,207.5140067798936,59.2940678528472,236.29924975485
20251118_162058,206.3326217338754,58.1923192385298,236.8140302903399
20251118_162242,52.2839995777535,111.0415204811698,105.92616135104
20251118_162353,52.147714676098,110.3095543212353,103.7236612030789
20251118_162504,51.8511845216116,111.4441538559172,106.2892082254712
20251118_162615,53.4359271287278,112.2662694408221,105.3773840320785
20251118_162726,51.3863868052793,111.905748974009,106.9857133326135
20251118_162837,49.167967373252,111.1604661302337,104.3346397870785
20251118_162948,51.4669503165542,111.104051488014,104.8937670225204
20251118_163059,51.6969551651374,111.0698172026569,105.8569878566271
20251118_163247,52.4262391961903,112.0085326653762,106.1075430845858
20251118_163358,51.1234520291136,109.5239891500582,105.272006745993
