hostname,RX Gain A,RX Gain B,Circular Mean (degrees),Circular Std Dev (degrees),max_i,max_q
T08,30,44,175.2333116291493,2.753906547365183,1.0000342,0.9786101
T08,13,13,2.9110464118582806,3.6135969477673475,0.033295814,0.03094588
T08,8,8,0.29348113987245494,2.945954157593472,0.016968353,0.016571611
T08,30,47,177.71887911878574,3.8426501930212944,1.0000342,1.0000037
T08,15,15,-2.0897228176444456,1.5733918547324945,0.047242824,0.038575538
T08,28,28,-0.3107618945729493,1.4439184060107422,0.16391551,0.16858485
T08,30,9,3.9648230488995218,2.220804003665278,0.21106678,0.20755714
T08,30,32,-4.6518785964833995,3.1669644035822255,0.27033395,0.26358932
T08,30,25,0.9022845322759458,2.575091065980633,0.19742495,0.19943918
T08,34,34,-5.446488526138167,3.914717329730849,0.28122908,0.2774753
T08,11,11,-4.731691513839071,3.361073366516829,0.025574604,0.024506452
T08,30,23,2.3084693017792577,3.938538058657141,0.21729258,0.20886944
T08,9,9,-1.6666163302095902,0.124249475870941,0.018646877,0.01965399
T08,30,19,2.71332934876481,2.050561355234388,0.1935491,0.19489191
T08,37,37,-2.515350460360259,0.023475376241929448,0.43879673,0.46266228
T08,30,35,-177.01594384544396,2.330935772102241,0.32636613,0.33295816
T08,18,18,-1.8524646756960021,3.330441266090309,0.066835776,0.05664256
T08,30,13,3.919229333656817,1.9560122362506114,0.217964,0.2104564
T08,48,48,-3.8402347292855903,2.321724128597908,1.0000342,1.0000037
T08,30,14,2.3476220758210324,2.0235538462935527,0.1996223,0.20328453
T08,30,33,-3.3211464211313926,2.0165815071083624,0.29151386,0.30964193
T08,30,8,2.6673998028598174,3.0234685284065397,0.19080241,0.1947088
T08,12,12,-1.6715347213615137,0.4824334471076217,0.028901134,0.028046612
T08,17,17,-0.5976568021972698,2.80335362560864,0.056123745,0.04889083
T08,30,26,1.4809709727150207,1.3840128226842974,0.1922368,0.19434257
T08,21,21,-0.5690473768402485,2.00192344076534,0.07153565,0.06976557
T08,41,41,-2.865719781563522,0.9032441083774462,0.7765463,0.7159363
T08,30,27,-1.6177900840275223,5.3772674663305065,0.19919504,0.20255208
T08,30,37,175.46870730142342,2.0919344458255362,0.4566501,0.45942733
T08,30,42,179.3479132459125,5.267710517258596,0.9114996,0.8045319
T08,38,38,-2.4258515002746193,0.06926674229197524,0.47554114,0.4871382
T08,43,43,-2.9062287535499083,2.991494559877261,1.0000342,0.9232493
T08,42,42,-1.9412054561572774,3.792810181573616,0.9003298,0.7568923
T08,30,40,176.36255203856496,1.7881736252635232,0.61696446,0.6549906
T08,44,44,-3.5216546223648186,3.1834710253305984,1.0000037,0.94235396
T08,30,39,173.6097457543937,3.3557345618712704,0.5410341,0.567921
T08,30,43,177.53852421983004,7.011511611309991,0.9560263,0.90777636
T08,30,7,3.172280910708897,2.851024091994961,0.21195182,0.2125927
T08,35,35,-2.4745163582957628,0.04107183061788522,0.30521673,0.31489113
T08,39,39,-0.2951962167907224,3.3229366838914514,0.57927394,0.56633407
T08,30,17,2.2631566271979513,1.9019642873739948,0.19776066,0.20117874
T08,32,32,-4.575711562158035,3.5857860607425045,0.28547117,0.25592914
T08,10,10,-0.5325168808044854,2.608107891022224,0.024720082,0.021088367
T08,30,24,-0.3011666290357914,2.150515888118444,0.21057849,0.210609
T08,30,28,0.18265648122780329,4.086629668685379,0.20960188,0.20694676
T08,30,22,0.690077657327584,3.0309740076770972,0.212257,0.21063952
T08,20,20,0.5337517785183282,2.7460930057955033,0.06616437,0.06305147
T08,46,46,-2.977686239342977,2.077323474913574,1.0000342,1.0000037
