hostname,RX Gain A,RX Gain B,Circular Mean (degrees),Circular Std Dev (degrees)
T07,10,10,1.1933465602982185,0.3043959026584
T07,11,11,1.1473918310165423,0.3994979068810385
T07,12,12,0.11691756251116098,1.002025045860125
T07,13,13,1.8689677204326545,1.6101031643186892
T07,14,14,3.629281819908815,2.2537181351120545
T07,15,15,1.0779039802844959,2.1420826018991463
T07,16,16,4.530626020409955,2.5883252747359524
T07,17,17,0.7038384554964139,1.181209315664751
T07,18,18,0.37281868661801754,2.098870741198878
T07,19,19,1.2977376400199947,1.7071195238574501
T07,20,20,1.3368467884222193,0.08034715365612793
T07,21,21,1.4224683548724508,1.3019560408066357
T07,22,22,-0.08187072907728753,2.033995401599455
T07,23,23,1.3966176717351555,0.1272667720007641
T07,24,24,1.0714391387339377,4.665893265825651
T07,25,25,0.02681575031277198,2.3898599672403957
T07,26,26,1.3360575155367698,0.22455388556098754
T07,27,27,1.213929842322545,2.1487289966767187
T07,28,28,1.2071866855614308,0.3059764388412857
T07,29,29,1.5791293304321459,0.45597564633209997
T07,31,31,0.9463140432067128,0.5521647462005113
T07,32,32,1.341918115126812,1.6433711403254536
T07,33,33,0.9909306412893144,0.917346696052122
T07,34,34,0.8543034674403354,0.4965372998787909
T07,35,35,1.009688183661233,0.2595827915989735
T07,36,36,0.866497494313247,0.16820118853798655
T07,37,37,0.9271077463668022,0.1484388696210993
T07,38,38,0.8869537190846953,0.017694724346190342
T07,39,39,0.8813802821713637,0.2373900089900334
T07,40,40,1.1342814315397836,0.7812869975451783
T07,41,41,0.8753739872429473,0.05524706401344059
T07,42,42,0.16127420952320198,1.9408494892918278
T07,43,43,1.3115086934426008,2.779519326165594
T07,44,44,0.9277157798661466,0.07542908870568321
T07,45,45,0.8341101305957801,1.215280575110744
T07,46,46,1.6656250241932848,1.452620890955335
T07,47,47,0.8835148207746768,0.08358791884512852
T07,48,48,2.288262482723123,2.0169714465587956
T07,7,7,0.17896080515970625,2.18243481626338
T07,8,8,1.2678428989160362,0.22326860446129695
T07,9,9,1.3150300303452764,0.25669468522154565
T08,30,10,1.5294623721589082,0.892388947069136
T08,30,11,2.4999342901829094,1.796115696572494
T08,30,12,0.09055688155498177,1.7370975946098144
T08,30,13,0.42506167782079246,1.6758964088132253
T08,30,14,4.829257974089519,4.3300108840708305
T08,30,15,3.5356255593558945,2.675283514609649
T08,30,16,0.22169273506103038,2.450527524287324
T08,30,17,1.2892939015568234,2.429714657130046
T08,30,18,4.158514456258175,3.232029067374627
T08,30,19,-3.388603651054292,3.7204170265267784
T08,30,20,0.7884826580885991,1.6857993596527627
T08,30,21,-1.3993481849379639,4.9384543089115756
T08,30,22,-0.3476826453567053,2.8602686297892963
T08,30,23,-3.445536291394809,1.915475330363128
T08,30,24,-6.253531874738933,3.873978798947303
T08,30,25,-0.8694533040188119,2.2809385856079296
T08,30,26,0.5901702031335284,2.122803347427041
T08,30,27,1.079878211215456,5.381979691520467
T08,30,28,2.023824646258135,3.0715317330281344
T08,30,29,-2.9787294451857553,2.933684996746198
T08,30,30,-2.676661322147737,0.9612227222642997
T08,30,31,-1.2649415557678538,1.555212182390577
T08,30,32,-8.014466708527063,4.053993840572888
T08,30,33,-2.824224181904052,0.472425498306611
T08,30,34,174.9448716665586,2.956146990702528
T08,30,35,175.54691315882144,1.8164004619139422
T08,30,36,173.94316307641787,2.88021954160917
T08,30,37,171.87938719785834,2.0614957378571086
T08,30,38,172.84167634059247,3.682193447399978
T08,30,39,169.9450487219173,3.6650120417482
T08,30,40,172.78908541833843,1.52802160832085
T08,30,41,171.74549650747974,1.734847605396562
T08,30,42,171.4417316419382,4.8621110588763035
T08,30,43,174.3754739105002,2.3394878675651887
T08,30,44,172.55917990959898,1.4812160408714692
T08,30,45,169.66692777812958,3.799154743274157
T08,30,46,173.06542346597595,1.416533193656363
T08,30,47,171.10904701712315,2.4812151181953777
T08,30,48,174.33574867482508,2.3702184951291243
T08,30,7,3.1830577268098796,2.3614291858892615
T08,30,8,1.481606561447541,0.921112799797587
T08,30,9,0.06637406785599823,2.1532413989079005
T08,10,10,-2.4582972920616686,0.387903083637588
T08,11,11,-2.772257183313838,0.626286438759094
T08,12,12,-1.738123899490025,0.5810204796625217
T08,13,13,-1.7359579140613013,2.1415283234496076
T08,14,14,-1.177408036036965,1.2212230045905477
T08,15,15,-0.7146451067737672,1.6772449534010736
T08,16,16,-1.502897927852035,2.655964570025962
T08,17,17,-2.69667296939712,2.0669194109402493
T08,18,18,-0.3200402517828211,3.022392357854328
T08,19,19,-3.2750596192325,2.220772867806082
T08,20,20,-3.2189925531048327,1.887980931627547
T08,21,21,-3.9248309434482658,3.462528223026729
T08,22,22,-2.329010348963296,0.07593469385141809
T08,23,23,-0.9737042791443388,2.0744981215125637
T08,24,24,0.38073108976613484,2.0714826224715597
T08,25,25,-4.08608220808932,2.251756091935391
T08,26,26,-2.1894838807817285,0.19748703755327618
T08,27,27,-2.738911560678079,2.518446795699127
T08,28,28,-2.3966742113347874,0.46377183316342463
T08,29,29,-2.178591830534853,1.0022311345221295
T08,31,31,-2.373209293664936,0.057685224349813845
T08,32,32,-1.9758659313689668,1.17074097114246
T08,33,33,-2.6710112550676506,0.6831934287642237
T08,34,34,-2.817615871855341,0.14693736035116464
T08,35,35,-2.738311538528181,0.035056459691249646
T08,36,36,-3.5973527260174745,0.8545483859852098
T08,37,37,-2.9824633476630344,0.022311828903295625
T08,38,38,-3.0345203523129425,0.04609532922449727
T08,39,39,-1.3018709278044256,2.388337158871089
T08,40,40,-3.6024156498744553,2.1549106134532203
T08,41,41,-3.0356976299956684,1.6587758970124424
T08,42,42,-0.21102643921798436,2.868846065710978
T08,43,43,-3.04985675361834,0.06121884562083031
T08,44,44,-2.933749778309323,0.08567797756157461
T08,45,45,-1.739674585256948,3.6117491899344443
T08,46,46,-2.913453297282794,1.5365387022410695
T08,47,47,-2.9794207379242468,0.17636969243290332
T08,48,48,-5.275806671958188,3.449481643262111
T08,7,7,-2.5068164738003884,0.8971965447028084
T08,8,8,-2.235868381117914,0.37166869976802314
T08,9,9,-2.3881109039667545,0.21342734242682213
T09,30,10,9.760454317298107,2.1611280349509143
T09,30,11,8.16274967320387,1.7193249582478138
T09,30,12,6.127567693641215,1.9182281557284875
T09,30,13,6.857905967643679,1.140855272043285
T09,30,14,9.302418683980855,1.8541359361118541
T09,30,15,6.054032985133526,4.000365407609244
T09,30,16,7.3678669410178985,2.5642946660234993
T09,30,17,11.275754969439697,2.568932752932127
T09,30,18,6.9509316798721805,2.234175676909652
T09,30,19,6.276719788114626,1.8904798343409133
T09,30,20,6.3874642844344685,1.7150590269756647
T09,30,21,7.907609321831019,2.4489936463356883
T09,30,22,6.034347867639994,2.2026202517608295
T09,30,23,6.598905975410975,2.030957500078019
T09,30,24,7.039141466881059,2.252128909781437
T09,30,25,3.768037886838661,2.5914403356871887
T09,30,26,5.3024277135559466,0.7105063117786755
T09,30,27,9.491306758416208,3.738275014817043
T09,30,28,5.875989979878678,1.7419416917751123
T09,30,29,5.630692352942432,2.4976786174362644
T09,30,30,4.015650853203518,0.26180566383918774
T09,30,31,5.488305018755226,2.0090657793475826
T09,30,32,6.2496519221382565,1.957563152988245
T09,30,33,4.724023006362881,1.0888951972777938
T09,30,34,-174.7864812319038,4.315024192560468
T09,30,35,-174.3585495043635,2.4181203024377513
T09,30,36,178.1486317635923,1.7028181624800243
T09,30,37,-179.65312567603354,3.0816763266263805
T09,30,38,178.76809462099038,1.7862093732751487
T09,30,39,-179.7317384800871,1.3046850424397538
T09,30,40,179.53283808747233,2.4922718765505087
T09,30,41,179.3756522302347,0.30951669464784687
T09,30,42,-179.0465080194505,1.51120485325815
T09,30,43,178.4248848768618,1.6927384260098555
T09,30,44,179.39604308314253,0.5263751210302994
T09,30,45,178.6447178031553,1.2628982749497255
T09,30,46,-179.45355861266745,1.8372057081475048
T09,30,47,177.58399887123684,2.103539815360069
T09,30,48,178.6422715006061,2.2498011684797072
T09,30,7,8.509071763418484,0.8237510984983898
T09,30,8,8.367210622962167,1.6337946780076253
T09,30,9,6.831507042137604,1.6047606631475084
T09,10,10,3.761957824789224,0.4233972032669713
T09,11,11,3.452035313509967,0.6803088164209512
T09,12,12,3.419820432238136,1.0993906257607824
T09,13,13,4.305805979816015,1.355472772494434
T09,14,14,8.245493118725538,4.05110195743286
T09,15,15,1.99979189517479,2.9319260920286703
T09,16,16,3.3100413911720765,1.5500791530921116
T09,17,17,6.9686427662154165,3.06059212976758
T09,18,18,2.1929657496977906,2.5565406640933483
T09,19,19,1.1936435141454222,2.9371138699988206
T09,20,20,4.144975534643863,0.09763797164869947
T09,21,21,4.8292457560738224,1.4862977413013496
T09,22,22,4.195401834650703,0.13050768073227945
T09,23,23,4.191393024415496,0.20016567939608435
T09,24,24,3.838313937467766,6.189549440638575
T09,25,25,-0.8966505936405372,3.7257158478148105
T09,26,26,3.8485093662589853,0.30572595609497394
T09,27,27,8.633530288948036,3.6817222123616484
T09,28,28,4.231268861549637,0.42578077724089486
T09,29,29,5.100435824601627,1.5472328240903468
T09,31,31,4.306996783521164,0.28712470174668303
T09,32,32,6.4927954711586295,2.428497537880469
T09,33,33,4.8580125318333005,0.8761685533573165
T09,34,34,4.033694405572379,0.5425574771763058
T09,35,35,2.2294003310058805,1.8229320411966141
T09,36,36,4.076561204031352,0.5700616150133974
T09,37,37,4.80865366363492,2.5159495870090223
T09,38,38,4.4428098649496235,0.020454769122516606
T09,39,39,5.3377807436962,1.406273149738386
T09,40,40,3.957337863188457,0.5007779206074291
T09,41,41,4.49812333083927,0.05420384838062848
T09,42,42,4.130477594824767,1.0819154976050382
T09,43,43,3.4419875067816026,2.21418562625441
T09,44,44,4.495732197019224,0.0780746157177592
T09,45,45,5.306392884697247,1.3327362609272888
T09,46,46,4.180353606543397,0.8441654305002988
T09,47,47,4.496890348325995,0.07826048312390448
T09,48,48,4.515907929371205,1.2167534201736483
T09,7,7,2.0711236136471225,2.0129318793908433
T09,8,8,4.176837257176809,0.2368069472761346
T09,9,9,4.2150375587561175,0.3490128509219684
