frequency,phase below,phase above,phase diff
115000000.0,27.51015487014461,207.48532937514855,179.97517450500393
205000000.0,36.61463861263893,224.8010043061668,188.18636569352788
230000000.0,40.32291822435104,227.6875332697395,187.36461504538846
410000000.0,76.3462283054573,262.3117961523228,185.9655678468655
460000000.0,83.89994758104558,270.4938830391489,186.59393545810332
920000000.0,162.69381941134623,334.47812795571883,171.7843085443726
1840000000.0,319.2436777002092,129.53626452283882,189.7074131773704
