Meas id,Circular Mean (degrees),Circular Std Dev (degrees)
6,122.1867968614038,4.66872692783169
4,121.18083353828955,5.547824410500625
10,122.11109538519572,4.732767460293512
8,119.00553179409376,4.495407283698946
1,121.08897169919592,4.002907439024372
3,119.12033138404789,4.7500662617601614
9,122.87972672351087,4.827919498926575
5,123.28588807552666,4.051572498375837
7,122.63073211066519,4.435024828470859
2,121.05181748780002,4.733152327183533
